Hour,Sensor_ID,Temperature,Light_Intensity,Status
15,S3,30.460813070995385,241.78840291804664,1
9,S3,25.304898807024813,262.4846803942276,1
16,S3,31.44129344917335,267.1455414776101,1
12,S4,29.25888191586598,257.5903267686722,1
1,S2,23.077511984892737,408.953554307626,0
3,S2,20.65875958184671,398.3436858968237,0
13,S4,33.44669643772801,273.2326698445473,1
15,S3,32.599391111102186,243.93714009870757,1
11,S3,35.32511016222804,242.8131295585112,1
14,S4,31.025285268032068,253.41559473447964,1
13,S3,28.93042534180972,239.1512122372366,1
13,S3,33.01995383448066,254.2131979423244,1
0,S2,20.808677411913017,370.7055130999773,0
11,S4,33.406626122915185,251.24706903030463,1
15,S4,33.80141543808399,267.3839719404941,1
7,S1,23.073019687140807,399.04535752910925,0
12,S3,34.39728521799093,234.92791434143768,1
5,S2,21.972324507811525,383.1081696203274,0
13,S3,30.40725104982098,231.09893527346247,1
11,S4,28.453585184421907,266.8522351147974,1
4,S1,21.254333695816467,412.72353500106766,0
2,S1,24.339179984855548,402.2423474453529,0
10,S4,29.776443401731115,246.86271276940155,1
1,S1,21.33184553804012,401.7225438641104,0
11,S3,30.57100781739381,244.549802717352,1
4,S2,18.76973636818898,407.75155494034783,0
15,S3,32.03224179492131,257.0758645748556,1
17,S3,30.97835036227176,230.7931113311468,1
7,S1,22.297334914404225,397.5661602062498,0
17,S4,34.28663964792314,234.87993687938425,1
13,S4,31.721462586664828,257.2127812924905,1
3,S2,22.081183382407765,410.4508847408475,0
5,S1,19.944649718148085,416.2846855477232,0
10,S4,31.035316849574528,247.1319459066646,1
7,S2,20.14097827961518,405.82571318808806,0
1,S1,24.7213171916773,390.3433519647679,0
12,S3,31.190890164883207,251.4986709138778,1
0,S1,27.116398571336504,406.0211832039248,0
5,S2,22.748113139695143,398.491622884333,0
12,S4,32.97234248293175,254.07810014617755,1
12,S4,30.13022661457326,266.2862769788124,1
7,S2,20.00139553541018,396.1007629344056,0
15,S3,35.97764010756759,227.74704097223224,1
10,S3,31.05429441404391,259.3087451193724,1
6,S1,21.409197179721943,383.6872418453905,0
10,S4,33.93208159611473,242.5102690272996,1
6,S1,17.001188570252854,388.2440539437515,0
2,S2,20.43020337383552,409.1136272217472,0
2,S2,21.952895698251524,408.87503967414057,0
15,S3,33.58003081795636,240.2191162375155,1
13,S3,31.61164052547427,251.36789200077,1
1,S2,21.53826725231046,405.0624098930593,0
5,S2,20.91465240053196,398.5297457656915,0
9,S4,34.591654143545384,237.49974467215952,1
4,S1,19.941256983635856,395.4805062808812,0
11,S3,33.314402202592106,269.7310486808191,1
9,S3,31.227391003044183,235.9847015306748,1
4,S2,18.461848190221765,398.3963991895517,0
2,S1,20.161230816827157,410.6394098756086,0
3,S1,21.704439362365058,390.8187301658343,0
16,S3,31.82878390214376,239.95024084900112,1
2,S2,21.16526637278983,391.90619178917245,0
15,S4,31.728947462042257,237.86629929752084,1
15,S3,30.331142532964705,242.75095968175208,1
0,S1,24.90493506894149,396.0377032189824,0
7,S1,23.2383085220104,410.4172466405885,0
1,S1,20.90751110349504,392.820811092524,0
13,S4,33.177270919592544,259.77545201854315,1
5,S2,20.701253923357147,393.7796519444562,0
14,S4,32.122057167112644,252.3977017358264,1
13,S3,33.07517061408761,251.28451067246291,1
4,S1,24.248706719741005,388.2063087836738,0
17,S3,33.30376789587393,262.24389286802904,1
11,S3,32.506016973355585,246.0724938160292,1
11,S3,28.84098916582545,236.5221302478749,1
5,S2,21.41637746216891,388.38216156087634,0
13,S3,33.80532057876497,250.23469322292613,1
12,S4,33.317870709707364,241.2003564797759,1
12,S3,32.90293917312759,272.1826699312087,1
5,S1,22.614813395618203,408.691545924969,0
15,S3,30.476248742056484,259.515573777305,1
13,S3,36.17549197175029,254.72748973475697,1
7,S2,19.5217858486922,398.7626731990025,1
16,S3,28.730612962491207,255.09028354067976,1
7,S2,21.8346386283146,394.16400673653993,0
10,S3,30.565215672681138,247.6671601684273,1
0,S1,23.89910827088265,402.1677556376263,0
15,S3,29.85738334465805,247.43345463297703,1
16,S3,34.20132788984322,242.14299779121657,1
10,S4,34.83783614382537,222.1079500798613,1
10,S4,34.02689151976753,253.4003460920574,1
9,S4,29.51881283031853,240.94210621398213,1
0,S2,19.15637866651631,395.83805595114745,0
7,S1,21.81893343539168,417.8179890877106,0
10,S4,30.594684509766697,248.65874620954844,1
7,S2,23.843603003954502,393.21356938705895,0
0,S2,21.705995996743024,413.4147591553088,0
15,S4,30.277273894100905,258.1133031892142,1
11,S4,29.410045222730155,242.2094759569331,1
0,S1,23.74259459491449,422.8165183653885,0
12,S3,31.23263148984744,258.9854950034121,1
13,S3,32.30868846528468,254.24799313476785,1
9,S3,30.850407164791037,257.544756997707,1
1,S2,23.495820512235067,399.22778954776953,0
15,S4,30.49748881261065,255.19346329597133,1
3,S1,20.9034254070188,401.5776143929377,0
10,S3,30.678211326027636,248.03074277424764,1
17,S4,29.812935427080653,261.9310367333227,1
5,S2,25.877857998116568,381.1998996609224,0
12,S3,31.778417048624448,251.598405771654,1
0,S2,20.66371182892201,396.41970620253016,0
14,S4,28.60807598324548,236.60247746313996,1
13,S3,32.90650900257154,264.33834489160154,1
9,S4,31.657687226499277,255.05110612083075,1
4,S2,20.428021078984106,395.12797078805073,0
0,S2,21.223646362917545,422.1878023344813,0
0,S2,23.082925456409576,388.9513720693748,0
16,S4,35.08996959076473,245.0818050951717,1
6,S2,21.87295085076929,396.1263803544719,0
15,S3,33.79041047003725,239.43290551636773,1
5,S1,21.33236102048798,405.69760357198646,0
0,S2,22.379412335220792,408.72197000072975,0
15,S3,33.01042204817138,250.1093301324319,1
0,S1,26.12504983848629,404.7347189903523,0
2,S1,21.46669534153117,402.6477531097798,1
15,S3,31.641882447897707,250.2056247042983,1
2,S1,21.022301156427453,394.9019330680912,0
14,S3,33.412969521162914,253.7484807833282,1
4,S2,22.42658741474588,386.275344521159,0
6,S1,22.11402624979417,398.2443605450079,0
0,S2,22.687575763099773,381.56206416519257,0
11,S3,36.78383986423904,258.0565103289367,1
6,S1,25.423416960284687,404.58386703551486,0
9,S4,28.26545289672945,249.2387277693109,0
13,S3,34.56887410555477,237.70982063446812,1
0,S1,22.73496333094861,381.4815726842534,0
14,S4,35.65865932705456,225.04292616217532,1
9,S3,31.000773352757044,238.2133076370248,1
7,S1,23.61611559656229,412.49618905296666,0
9,S3,33.07880397641882,254.59180167334864,1
17,S3,32.28231082938239,279.8632937557643,1
14,S4,30.33875683891071,253.6818503641201,1
6,S1,21.913046100372277,383.8843264089717,0
11,S3,32.16584111861916,256.8670920434856,1
0,S1,24.112113618132103,400.188190497406,0
6,S2,21.241744518025023,404.1486550036191,0
3,S2,20.79726471209757,399.60692712372366,0
2,S2,22.932859964867053,392.6696700447601,0
17,S4,31.111133414154168,232.65359664468477,1
14,S4,33.31861623902265,260.95586000274307,1
2,S1,25.438755812414595,416.4061456348829,0
9,S4,35.73168910457054,240.22221789041149,1
3,S2,21.31361544900518,415.886269280436,0
14,S4,33.871737658439685,237.84727423773103,1
4,S2,21.400646703986425,384.62415203550825,0
7,S1,20.496417899809632,392.4420849984164,0
0,S2,22.643395612392027,403.0110733919174,0
16,S4,32.13670088730626,258.9152121840583,1
5,S2,25.06686740259265,391.4946472125296,0
3,S1,22.46757182358149,403.8632331781156,0
3,S1,20.72927522234874,413.5107289241314,0
15,S4,30.547281384045704,258.0777343129178,1
10,S3,31.39947056416234,237.33808980387172,1
0,S1,20.712963539239716,406.8550773879021,0
2,S2,20.313506809367617,419.4121743646375,0
5,S2,20.087127246363984,398.59624941094665,0
6,S2,22.734574626802683,407.7934900390533,0
11,S4,34.198974050666166,245.7851346414848,1
9,S4,30.760088605372765,245.88918382321515,1
2,S1,17.992275271186493,404.24393937861015,0
14,S4,31.76155128746819,257.1633098428828,1
2,S1,23.895052924245714,378.9435305815968,0
16,S3,33.72236907552756,254.52097288450688,1
14,S4,31.310826928530734,264.75732678992347,1
0,S1,23.984084699073044,426.930336639805,0
7,S2,20.401615986699493,410.70610559979184,0
0,S1,23.78076632703957,390.29875739620354,0
2,S2,21.625711469990904,392.92374105177976,0
5,S1,21.18143512377379,414.5100143813133,0
10,S3,30.2722680672086,246.61743355752924,1
5,S1,25.23442514993725,390.0485151814662,0
1,S1,22.94400454183855,401.86416169744047,1
5,S1,21.32582805776392,397.0016180372512,0
1,S1,19.49521311117376,393.077496707341,0
17,S3,33.381850584260015,249.57740843906305,1
14,S4,28.67577057289712,237.6996992407798,1
14,S4,32.990759630656974,257.1218991850328,1
11,S3,31.36441957217538,263.7849022215273,1
11,S3,32.86269019975553,245.351766448729,1
10,S3,34.82928533499069,265.3216376960855,1
12,S3,28.471103655538883,249.5811994503493,1
17,S4,34.47987361457718,249.1828930785842,1
2,S1,21.395060627023742,416.2595891536207,0
5,S2,21.18592737414644,396.29417237599216,0
3,S2,25.22455651597729,411.8673462017733,0
15,S4,33.22634800378314,240.5587244353758,1
17,S4,30.18477293353384,242.16414942516215,1
16,S4,32.60720854256744,240.0170694167893,1
9,S3,31.513843887841585,243.3279461552368,1
3,S2,19.864934171491456,397.3235890910121,0
16,S3,34.812740810032984,235.1855302034721,1
6,S1,21.86773477074836,423.0791625061611,0
11,S3,30.569558096401224,247.39580466847465,1
0,S2,19.3080406395065,393.823583230663,0
0,S1,19.857892640701905,408.23279915677705,0
4,S2,18.442824831986968,390.2463397272175,0
10,S4,32.19771889002204,256.4825265632587,1
6,S2,20.037668937720635,388.2776624656336,0
7,S2,20.26067383745061,420.49812095785927,0
7,S2,21.859002443881817,399.51102816525895,0
15,S3,33.196796015240835,239.26539255297303,1
0,S1,23.09423823035042,390.52107282731015,0
7,S1,20.30728669001825,399.6242935502052,0
4,S1,18.21277066609243,394.9821580718847,0
7,S1,24.563287590007537,401.6048962397348,0
16,S4,34.63126372437649,256.993003997179,1
4,S2,22.21075101229192,389.833168714235,0
12,S4,30.99706115328305,260.5412700830962,1
2,S1,22.123359699695943,388.82813538293,0
1,S1,21.266351176370623,406.0824619168497,1
10,S4,33.185624469668575,247.6349362454248,1
15,S4,29.243251055358623,248.223729623767,0
5,S1,22.779228354741807,401.9484234027014,0
11,S4,29.24954976407559,262.1070125314752,1
16,S4,28.277031098889022,266.5274895581688,1
12,S3,31.97670890233169,242.04575208245197,1
7,S1,21.941474372630044,391.9503351914744,1
13,S3,31.17701751755744,271.1924038722895,1
9,S4,27.852187990056706,252.8587178537012,0
2,S1,17.151519479454116,399.0661314110005,0
7,S1,23.80786968217239,404.1960997202412,0
4,S1,25.590422711824644,404.2019154289499,0
1,S2,27.15941867530864,391.2018564649794,0
17,S4,29.41792085030016,249.77531023325432,1
17,S4,33.17782223515085,262.1154825691176,1
1,S2,21.83378885474261,400.3003147916408,0
4,S1,22.422567384558945,394.1010524353711,0
17,S4,33.33206914677972,245.49536849116276,1
11,S3,29.086824053481276,237.48396407535256,1
5,S1,22.44936945150377,383.451125637717,0
3,S2,20.871504802685223,400.72036861283743,0
7,S2,25.74193035074357,404.6027162498231,0
6,S1,21.03387789663312,388.181258745792,0
15,S3,31.60526478598102,253.11488377057063,1
17,S3,34.383475671642856,260.7252071417727,1
14,S4,33.47144262203778,261.16134288738124,1
1,S1,24.21939968391245,412.78865813313394,0
17,S4,36.05360473787381,239.3022095689085,1
13,S3,32.796896091024,243.89132221792863,1
16,S4,28.020368962401704,258.45851184469,1
7,S2,22.09954737436192,403.79767636040896,0
1,S2,21.58376628545492,417.96360822926965,0
11,S3,32.058537967809656,252.9723427249752,0
14,S3,30.61717559144719,251.2256079882786,1
14,S3,32.55671633289072,232.3340128058605,1
16,S3,29.91966738955742,255.4002419698924,1
7,S1,20.686211442057207,402.8732890440301,0
12,S3,34.96459897230582,254.46012510728536,1
15,S4,33.69078276655615,258.2518372455337,1
10,S4,31.929712841190582,254.3493705417808,1
4,S2,26.148165339499947,382.239882459516,0
5,S2,20.80497961061672,401.8106274277108,0
11,S4,32.216824946705806,242.31281739481636,1
6,S2,23.358746565913005,381.6885512166165,0
3,S2,24.471564383644303,391.8698562773987,0
10,S3,33.23932623632485,244.57132405247464,1
13,S4,33.83606293735997,253.56970097395268,1
5,S2,27.97051800520682,385.7631736311608,0
10,S4,32.80292828373399,250.31427009353845,1
4,S1,23.302272483647315,402.9724427338013,0
12,S4,33.1060033438073,244.08695361121053,1
1,S1,21.99325108517809,418.8768765734019,0
3,S1,24.38501502495595,400.1761325193366,0
10,S4,35.386651271480766,253.7377487490224,1
5,S1,22.38099935955813,394.7555186373735,0
7,S1,24.14308630446977,396.1175694647846,0
13,S4,30.81711236092112,270.93395725049925,1
3,S1,23.022405199049963,403.6761984020971,0
14,S3,32.58201372492763,249.06337675110723,1
7,S2,19.491421153661506,417.025146581296,0
4,S2,22.5317564593041,398.4184615562768,0
17,S3,33.839496957980856,283.981273176629,1
5,S2,20.528940114820468,394.83570356112426,0
11,S3,32.571111779080795,259.62316578880143,1
14,S4,32.193487825878094,239.13608122122452,1
6,S2,20.2250156443958,405.43479378670094,0
17,S3,31.418370774584822,247.37092802125036,1
6,S2,20.64964345005124,411.8064091245215,0
15,S4,28.67977748017248,246.01794076280777,1
7,S1,23.094529594755933,385.94436946143713,0
14,S3,34.79269500782369,230.28518700010085,1
16,S3,33.19414512202272,249.48815154359573,1
9,S3,29.035171717882253,256.03704155122625,1
7,S2,21.74292497712214,407.06078913815134,0
3,S2,21.971095458243443,401.3906039865342,0
6,S1,21.897212552823028,395.8638433437036,0
13,S3,31.811163475727906,226.4230810595691,1
2,S2,20.34917894004209,405.9256727384733,0
12,S3,34.65523090321061,255.32464307788692,1
10,S3,28.83278413115961,240.1751187710072,1
4,S1,22.87311960831533,399.05541285558,0
3,S1,20.129122595910808,402.837510236615,0
9,S4,30.894208132612576,241.9813782316192,1
16,S3,33.501385590257975,249.6700969717275,1
1,S2,20.885016429984333,412.30874513154737,0
17,S4,30.184108572954766,261.54136236528024,1
2,S1,24.070498669447502,408.4961198851621,0
15,S4,33.35748520343749,254.3346565005564,1
7,S2,20.653018751512263,406.2550801683104,0
10,S3,29.968743490563508,237.2976816097245,1
7,S1,22.2935860239711,404.4947391283231,0
16,S3,35.025061404605104,244.85208300500344,1
3,S1,23.74877836142545,401.2307820165618,0
0,S2,21.260779327912733,388.58991490247263,0
5,S2,22.88920533644028,402.7005735839142,0
13,S3,28.852740857916405,250.9947095810915,1
17,S4,31.73123786363988,256.5008890808164,1
2,S1,21.73144167562739,410.7431801271556,0
3,S1,22.150867277803187,390.9538562500624,0
6,S1,22.014126317256352,390.3195424148976,0
13,S4,30.07086413514165,255.6651192944119,1
9,S4,33.93589102628188,257.88121804693463,1
4,S2,23.557873007024227,402.6929475258073,0
12,S3,32.547057542283525,251.6924540481897,0
15,S3,29.22918121636374,255.1906953937222,1
15,S3,35.14461251237155,262.1548059363463,1
0,S2,21.961160788224536,389.2914758131556,0
0,S1,20.929343628092155,407.35621997245744,0
6,S1,25.285345906511928,392.09100618332445,0
15,S3,32.167398797231016,254.15245234323396,1
1,S2,24.12041981499776,420.9584350180916,0
17,S4,32.48950065336955,238.82990437769675,1
11,S4,31.29745592577871,250.3649993182616,1
17,S3,31.0074449338206,252.6966778898728,1
12,S3,28.18390411886084,253.12519879777216,1
16,S4,31.440569421359253,250.73198628162783,1
7,S1,22.26708180956457,408.7451707413253,0
16,S3,33.61269682214986,245.31152395938176,1
4,S1,24.267540193734128,397.8134672256496,1
13,S4,37.72227313526737,252.9519306170842,1
13,S3,34.04489654571185,269.8152426708267,1
6,S1,22.029376389458395,419.8727599923081,0
13,S3,28.56372501924793,270.8637541755135,1
3,S2,22.273070662165477,402.1539650545629,0
2,S1,20.990450157543567,401.5805348992013,0
2,S2,21.442074139336384,379.221881801438,0
3,S1,22.86591965072139,395.8489971103663,0
6,S2,23.218276241814355,392.5342165345976,0
12,S3,30.19805996314749,250.65937593427984,1
2,S2,23.58852935924365,387.306695034533,0
7,S2,20.788768920526277,402.92192728326376,0
13,S3,28.33287157202582,248.6802235796821,1
7,S1,22.075875670895204,381.1035070790385,0
2,S2,22.211788906230467,392.85319323009566,0
6,S1,21.055818844605746,394.6783143687281,0
4,S1,24.472261443612435,413.11983738573946,0
0,S2,21.697453432692978,401.3192796677196,0
2,S1,20.54399411754173,405.79857285295134,0
0,S2,22.819637313857022,390.476836192612,0
5,S2,22.856614194415297,404.700441873682,0
10,S3,28.98677434171321,250.2424024262548,1
6,S2,22.603583799638933,396.6374526131893,0
15,S4,34.37292207466065,248.39957798269316,1
4,S2,23.36713864640096,412.960630617814,0
6,S1,18.30762427552381,406.9285758423744,0
0,S2,21.688203644126663,386.09778074846537,0
2,S2,21.651291484194328,407.6084665431148,0
9,S3,26.2313512656436,255.46331706001752,1
12,S4,30.99351268939664,248.75569215856189,1
6,S2,22.65348952920464,410.68379333694014,0
4,S1,21.80222069361772,391.51571365809184,0
16,S4,33.99178683117849,269.2884396402176,1
10,S4,29.91918011625652,261.5389413453849,1
7,S1,23.780495001673017,395.225892938072,0
12,S4,25.491042117404582,259.14259544794123,1
5,S2,25.76917261186922,401.9042388992506,0
17,S4,30.76726914163532,256.0682987228258,1
9,S4,33.4030769167168,258.6457197249727,1
3,S2,20.06331109027273,406.124687940136,0
14,S3,36.946532165525625,237.37475405947225,1
12,S3,34.523934231992726,246.4086697770292,1
0,S1,22.71122669757132,413.5220267886714,0
14,S3,27.042723761744156,240.20257243990355,1
0,S2,22.77831839133586,393.0180032538895,0
0,S1,22.031236667899208,394.85217325085256,0
2,S1,24.381292549572684,388.3222044873207,0
2,S2,20.339111186886868,400.0788018469473,0
6,S1,19.26624260316916,393.9212473932418,0
1,S1,22.401138394461885,412.0053165847388,0
7,S2,25.061501664687395,382.9612841317328,0
4,S2,23.836908887884828,397.7848673704788,0
1,S2,22.226540821075528,395.16438516153465,0
7,S1,23.08659605807277,410.2370954610698,0
0,S1,20.460053537882715,388.4898591638049,0
4,S1,25.98503070633624,431.52056734512087,0
16,S4,33.81013309671909,248.1508728112381,1
4,S1,18.67501602392865,419.53259137526567,0
6,S1,21.793556494135007,411.9459222051373,0
5,S2,22.362043117407413,406.40479795200827,0
9,S3,28.565621733279244,218.83347152540108,1
3,S1,23.838308347220003,400.7715649621772,0
16,S4,31.079698076647183,235.5510267703574,1
17,S3,28.691647119544683,247.8030397578355,0
5,S1,22.53718455772652,406.6865480475791,0
10,S3,33.14425143521678,237.9840917832655,1
15,S3,30.47330162656977,251.0798551668603,1
10,S4,30.33897540344492,236.78884333172988,1
10,S3,30.611646528229297,256.40124875641624,1
5,S2,21.28046270842183,409.5001582866964,0
1,S1,21.6181924165454,414.5261674548618,0
14,S3,32.12708010100467,243.26052338236596,1
7,S2,22.949396465759907,394.5045972540447,0
13,S4,32.27579155174981,250.8724143782061,1
15,S3,30.65735153946304,231.8764129357288,1
10,S4,32.21306993410756,241.9181134175186,1
13,S4,34.91930965917102,242.1267408731192,1
13,S4,30.66346200031177,248.11963714113327,1
15,S4,32.35822802273694,255.9730336683152,1
6,S1,22.16365871709513,399.6856082962522,0
10,S3,28.03751275889244,252.4594371883184,1
4,S2,23.508582659627148,397.8654322064956,0
14,S3,29.85588387631392,238.57404730512735,1
12,S3,35.47939481424013,255.7397670083168,1
14,S4,34.38067268121874,266.0056250736996,1
10,S4,30.13822951259361,234.7728549020949,1
3,S2,15.96097568835835,394.1821796660794,0
1,S2,22.566575743092283,408.92953870108767,0
15,S4,33.20696202060307,269.2781299743857,1
0,S2,19.855721976028786,381.82020774612846,0
9,S3,33.87831782628837,242.6928321990135,1
14,S4,28.728841946367503,234.68659386041836,1
4,S2,22.087204892744907,397.8433236245237,0
4,S1,23.206374862164687,395.8478623209473,0
10,S4,35.45857935144795,256.2340797399503,1
2,S1,21.024177183708595,378.7929984736493,0
12,S3,28.833388820745768,234.5390767969633,1
13,S4,32.42163015591838,256.5437395939361,1
7,S1,22.85177441238607,394.2825395804394,0
14,S3,33.19186269407833,254.3995140340311,1
0,S2,23.244414288086805,423.0363875210479,0
11,S4,31.823497074537425,254.6136352108009,1
3,S1,24.981452273699905,397.26006918170697,0
1,S2,24.171964232350064,390.1212665909925,0
10,S3,33.317908269562075,265.7560455915573,1
0,S1,23.31180155305952,400.5225849049749,0
15,S3,35.29265841539091,243.17654360120736,1
1,S1,16.87533268240938,411.9476286187694,0
1,S2,22.40231931174568,408.9369768938911,0
7,S2,21.89959076591651,398.5509542091857,0
9,S4,31.542529947482496,259.430514466068,1
7,S1,23.72094697671949,391.10759171771673,0
4,S1,20.983719604705374,393.04305122802936,0
11,S4,32.61119625434569,266.52749703514223,1
1,S2,20.365822737863617,399.3899602814462,0
4,S2,22.081838350791443,398.20906714983846,0
16,S4,27.00430576086544,262.0511773961445,1
16,S4,32.20051297409032,238.1217158662904,1
9,S4,31.224476434586958,248.5263986524371,1
14,S4,31.919494203158344,245.7839141468888,1
16,S3,32.06135035214142,255.58718837187376,1
12,S3,29.84038766461368,236.7638460151096,1
2,S2,22.873477103467017,403.2208231076698,0
3,S1,21.86564341990129,421.8409673338045,0
9,S3,32.18260234211934,237.6118498187572,1
6,S1,19.580610514317783,409.5144927705809,0
17,S4,33.30342215319382,231.8840817966501,1
5,S1,23.395806545078056,417.98725018351314,0
16,S3,36.487842551006096,246.8329255572573,1
3,S2,22.65564234568617,409.6198718907184,0
5,S1,23.78039682224957,401.43048769878953,0
17,S4,33.791051074833945,235.58597812624575,1
14,S3,33.58144203708081,253.98062174853004,1
1,S1,25.086487056544374,404.4921872128504,0
9,S4,32.95999398867008,234.1929994832608,1
5,S1,24.47789270587888,420.6790633816355,0
6,S2,22.964497905361316,400.4930833152022,0
0,S1,21.612681081440563,413.2579664754219,0
12,S4,31.000772813554534,258.76213074272346,1
11,S3,27.693447855912734,257.3607875604488,1
5,S1,19.06494946849512,404.5780560992578,0
15,S3,29.53484789076904,259.5853196129861,1
16,S4,33.24586453962393,241.73019400416376,1
0,S1,19.98691486944072,413.2864082824823,0
11,S3,26.872092064040224,252.1356119968925,1
6,S1,21.654107880153155,393.626922529712,0
12,S3,33.64890360045497,248.49747975983345,1
7,S1,23.484254982143785,400.4600274725327,0
5,S1,25.123022393453702,413.8833777820845,0
6,S2,24.17749723940837,396.1147922481699,0
0,S2,21.66235655361998,428.68403055666766,0
14,S3,28.13675204564625,237.2538870863983,1
15,S3,30.87177039877681,265.04942189115206,1
16,S3,30.25889128870769,230.90528982098743,1
6,S1,19.521483210293056,377.8318116064594,0
7,S1,23.0318784354082,400.1840163078344,0
14,S4,29.472461845558914,259.38415421789114,1
12,S3,29.105652812517864,265.2271129929617,1
1,S1,21.93354001871108,405.0278442689519,0
5,S1,18.93778499488856,397.3734047968383,0
17,S4,31.02031611598719,249.73160431682848,1
5,S1,25.550621785219025,396.5909212265392,0
4,S2,23.12781824010472,387.6747668523149,0
12,S4,33.3921308341541,278.9165869307589,1
4,S2,20.741473212614423,396.28142117721336,0
13,S3,29.17297005360561,240.52796988840493,1
0,S2,21.928717035405032,418.1806192255783,0
0,S1,23.416428846513117,409.1377162138559,0
2,S2,23.187113444561724,399.0860044249089,0
1,S1,23.84330022384892,385.25867867957896,0
2,S2,22.36671983955831,401.9410763095336,0
6,S2,19.406336104088307,398.0949689400219,0
3,S1,20.64456926049579,378.694335201928,0
16,S3,33.30766644612476,260.3436009801456,1
9,S3,34.792042730762965,260.5276893961159,1
1,S2,25.345144773675408,401.9502498402813,0
13,S3,31.64203311721662,249.82726761951827,1
9,S4,32.92303609275623,275.33339000697845,1
15,S4,29.21821173748246,237.21737370742423,1
3,S2,19.71254758535868,386.3417584458456,0
10,S3,29.656991183660764,243.56564932969724,1
13,S4,30.98556890478891,260.8517784817232,1
11,S3,34.494770583949325,267.91479340364134,1
12,S3,32.25413714671911,238.85276744044992,1
4,S2,23.84854027907566,397.6298802998737,0
6,S2,22.94726415362291,408.62223511886975,0
1,S2,22.33872164807216,402.5316523803798,0
17,S3,31.70361291723497,261.7418816505932,1
5,S1,24.629828907168093,414.3633540570598,0
12,S3,32.30246214433368,233.7725159467749,1
5,S2,20.466686824433303,388.765059667604,0
7,S2,20.583186466179075,402.1662497540462,0
1,S1,21.731382517058904,388.46667596794254,0
4,S2,24.6034825787976,394.7375214348258,0
10,S4,35.61813349728882,246.20205757908045,1
4,S2,23.9746690331782,410.2945748159836,0
17,S3,28.26239388343506,250.87715009317765,1
0,S2,22.50747932298915,405.73744421004415,0
12,S3,28.1847763860864,254.9190901742724,1
